"","x"
"6455","Rabl3"
"6456","Rabl6"
"6457","Rac1"
"6458","Rac2"
"6459","Racgap1"
"6460","Rad1"
"6461","Rad17"
"6462","Rad18"
"6463","Rad18"
"6464","Rad21"
"6465","Rad23a"
"6466","Rad23a"
"6467","Rad23a"
"6468","Rad23b"
"6469","Rad50"
"6470","Rad51"
"6471","Rad51ap1"
"6472","Rad51b"
"6473","Rad51c"
"6474","Rad51d"
"6475","Rad54b"
"6476","Rad54l"
"6477","Rad54l2"
"6478","Rad9a"
"6479","Radil"
"6480","Rae1"
"6481","Raf1"
"6482","Rai1"
"6483","Rai14"
"6484","Rala"
"6485","Ralb"
"6486","Ralbp1"
"6487","Ralgapa1"
"6488","Ralgapa2"
"6489","Ralgapb"
"6490","Ralgps2"
"6491","Raly"
"6492","Ran"
"6493","Ranbp1"
"6494","Ranbp10"
"6495","Ranbp17"
"6496","Ranbp2"
"6497","Ranbp3"
"6498","Ranbp6"
"6499","Ranbp9"
"6500","Rangap1"
"6501","Rangrf"
"6502","Rap1a"
"6503","Rap1b"
"6504","Rap1gap"
"6505","Rap1gap2"
"6506","Rap1gds1"
"6507","Rap2a"
"6508","Rap2b"
"6509","Rap2c"
"6510","Rapgef1"
"6511","Rapgef2"
"6512","Rapgef3"
"6513","Rapgef5"
"6514","Rapgef6"
"6515","Raph1"
"6516","Rara"
"6517","Rarg"
"6518","Rars"
"6519","Rars2"
"6520","Rasa1"
"6521","Rasa2"
"6522","Rasa3"
"6523","Rasa4"
"6524","Rasal1"
"6525","Rasal2"
"6526","Rasef"
"6527","Rasgrp1"
"6528","Rasgrp2"
"6529","Rassf1"
"6530","Rassf2"
"6531","Rassf3"
"6532","Rassf7"
"6533","Rassf8"
"6534","Raver1"
"6535","Raver2"
"6536","Rb1"
"6537","Rb1cc1"
"6538","Rbak"
"6539","Rbbp4"
"6540","Rbbp4"
"6541","Rbbp5"
"6542","Rbbp5"
"6543","Rbbp6"
"6544","Rbbp7"
"6545","Rbbp8"
"6546","Rbbp8nl"
"6547","Rbbp9"
"6548","Rbck1"
"6549","Rbfa"
"6550","Rbfox2"
"6551","Rbl1"
"6552","Rbm10"
"6553","Rbm12"
"6554","Rbm12b1"
"6555","Rbm12b2"
"6556","Rbm14"
"6557","Rbm15"
"6558","Rbm15b"
"6559","Rbm17"
"6560","Rbm18"
"6561","Rbm19"
"6562","Rbm22"
"6563","Rbm25"
"6564","Rbm26"
"6565","Rbm26"
"6566","Rbm26"
"6567","Rbm27"
"6568","Rbm28"
"6569","Rbm3"
"6570","Rbm3"
"6571","Rbm33"
"6572","Rbm33"
"6573","Rbm34"
"6574","Rbm38"
"6575","Rbm39"
"6576","Rbm42"
"6577","Rbm42"
"6578","Rbm43"
"6579","Rbm44"
"6580","Rbm45"
"6581","Rbm46"
"6582","Rbm47"
"6583","Rbm48"
"6584","Rbm4b"
"6585","Rbm5"
"6586","Rbm6"
"6587","Rbm7"
"6588","Rbms1"
"6589","Rbms2"
"6590","Rbmx"
"6591","Rbmx2"
"6592","Rbmxl1"
"6593","Rbmxl2"
"6594","Rbp1"
"6595","Rbpj"
"6596","Rbpms"
"6597","Rbpms"
"6598","Rbpms2"
"6599","Rbsn"
"6600","Rbx1"
"6601","Rc3h1"
"6602","Rc3h2"
"6603","Rcan1"
"6604","Rcan3"
"6605","Rcbtb1"
"6606","Rcbtb2"
"6607","Rcc1"
"6608","Rcc2"
"6609","Rccd1"
"6610","Rce1"
"6611","Rchy1"
"6612","Rcl1"
"6613","Rcn1"
"6614","Rcn2"
"6615","Rcn3"
"6616","Rcor1"
"6617","Rcor2"
"6618","Rcor3"
"6619","Rdh11"
"6620","Rdh13"
"6621","Rdh14"
"6622","Rdm1"
"6623","Rdx"
"6624","Rec114"
"6625","Rec8"
"6626","Recql"
"6627","Recql4"
"6628","Recql5"
"6629","Reep1"
"6630","Reep2"
"6631","Reep3"
"6632","Reep4"
"6633","Reep5"
"6634","Reep6"
"6635","Rel"
"6636","Rela"
"6637","Relb"
"6638","Rell1"
"6639","Renbp"
"6640","Repin1"
"6641","Reps1"
"6642","Reps2"
"6643","Rer1"
"6644","Rere"
"6645","Rest"
"6646","Rev1"
"6647","Rev3l"
"6648","Rex2"
"6649","Rexo1"
"6650","Rexo2"
"6651","Rexo4"
"6652","Rfc1"
"6653","Rfc2"
"6654","Rfc3"
"6655","Rfc4"
"6656","Rfc5"
"6657","Rfk"
"6658","Rftn1"
"6659","Rfwd2"
"6660","Rfwd3"
"6661","Rfx1"
"6662","Rfx2"
"6663","Rfx3"
"6664","Rfx5"
"6665","Rfx7"
"6666","Rfxap"
"6667","Rgl2"
"6668","Rgl3"
"6669","Rgp1"
"6670","Rgs10"
"6671","Rgs12"
"6672","Rgs19"
"6673","Rgs3"
"6674","Rgs9bp"
"6675","Rhbdd1"
"6676","Rhbdd3"
"6677","Rhbdf1"
"6678","Rhbdf2"
"6679","Rheb"
"6680","Rhebl1"
"6681","Rhoa"
"6682","Rhob"
"6683","Rhobtb1"
"6684","Rhobtb3"
"6685","Rhoc"
"6686","Rhod"
"6687","Rhog"
"6688","Rhot1"
"6689","Rhot2"
"6690","Rhox13"
"6691","Rhox2a"
"6692","Rhox2c"
"6693","Rhox4a"
"6694","Rhox6"
"6695","Rhpn2"
"6696","Ric1"
"6697","Ric8b"
"6698","Rictor"
"6699","Rif1"
"6700","Rilpl1"
"6701","Rimklb"
"6702","Rims1"
"6703","Rims2"
"6704","Rin2"
"6705","Ring1"
"6706","Rint1"
"6707","Riok1"
"6708","Riok3"
"6709","Ripk1"
"6710","Ripk2"
"6711","Ripk3"
"6712","Ripk4"
"6713","Rit1"
"6714","Rlf"
"6715","Rlim"
"6716","Rltpr"
"6717","Rmdn1"
"6718","Rmdn2"
"6719","Rmdn3"
"6720","Rmi1"
"6721","Rmi2"
"6722","Rmnd1"
"6723","Rmnd5a"
"6724","Rmnd5b"
"6725","Rnaseh1"
"6726","Rnaseh2a"
"6727","Rnaseh2b"
"6728","Rnaseh2c"
"6729","Rnd3"
"6730","Rnf10"
"6731","Rnf10"
"6732","Rnf11"
"6733","Rnf111"
"6734","Rnf113a1"
"6735","Rnf114"
"6736","Rnf115"
"6737","Rnf121"
"6738","Rnf126"
"6739","Rnf13"
"6740","Rnf135"
"6741","Rnf138"
"6742","Rnf139"
"6743","Rnf14"
"6744","Rnf141"
"6745","Rnf145"
"6746","Rnf146"
"6747","Rnf149"
"6748","Rnf168"
"6749","Rnf169"
"6750","Rnf17"
"6751","Rnf170"
"6752","Rnf181"
"6753","Rnf187"
"6754","Rnf19b"
"6755","Rnf2"
"6756","Rnf20"
"6757","Rnf213"
"6758","Rnf214"
"6759","Rnf214"
"6760","Rnf216"
"6761","Rnf219"
"6762","Rnf220"
"6763","Rnf220"
"6764","Rnf25"
"6765","Rnf25"
"6766","Rnf26"
"6767","Rnf31"
"6768","Rnf34"
"6769","Rnf4"
"6770","Rnf40"
"6771","Rnf41"
"6772","Rnf5"
"6773","Rnf7"
"6774","Rnft1"
"6775","Rngtt"
"6776","Rnh1"
"6777","Rnmt"
"6778","Rnmtl1"
"6779","Rnpc3"
"6780","Rnpep"
"6781","Rnps1"
"6782","Robo1"
"6783","Rock1"
"6784","Rock2"
"6785","Rogdi"
"6786","Romo1"
"6787","Ror1"
"6788","Ror2"
"6789","Rp2"
"6790","Rpa1"
"6791","Rpa2"
"6792","Rpa3"
"6793","Rpain"
"6794","Rpap1"
"6795","Rpap2"
"6796","Rpap3"
"6797","Rpe"
"6798","Rpf1"
"6799","Rpf2"
"6800","Rpgr"
"6801","Rpgrip1l"
"6802","Rpia"
"6803","Rpl10"
"6804","Rpl10a"
"6805","Rpl10a"
"6806","Rpl10l"
"6807","Rpl11"
"6808","Rpl11"
"6809","Rpl12"
"6810","Rpl13"
"6811","Rpl13a"
"6812","Rpl14"
"6813","Rpl15"
"6814","Rpl17"
"6815","Rpl18"
"6816","Rpl18a"
"6817","Rpl19"
"6818","Rpl21"
"6819","Rpl22"
"6820","Rpl22l1"
"6821","Rpl23"
"6822","Rpl23a"
"6823","Rpl26"
"6824","Rpl27"
"6825","Rpl27a"
"6826","Rpl28"
"6827","Rpl29"
"6828","Rpl3"
"6829","Rpl30"
"6830","Rpl31"
"6831","Rpl32"
"6832","Rpl34"
"6833","Rpl35"
"6834","Rpl35a"
"6835","Rpl36"
"6836","Rpl36a"
"6837","Rpl37"
"6838","Rpl37a"
"6839","Rpl38"
"6840","Rpl4"
"6841","Rpl5"
"6842","Rpl6"
"6843","Rpl7"
"6844","Rpl7a"
"6845","Rpl7l1"
"6846","Rpl8"
"6847","Rpl9"
"6848","Rplp0"
"6849","Rplp1"
"6850","Rplp2"
"6851","Rpn1"
"6852","Rpn2"
"6853","Rpp14"
"6854","Rpp14"
"6855","Rpp21"
"6856","Rpp25"
"6857","Rpp25l"
"6858","Rpp30"
"6859","Rpp38"
"6860","Rpp40"
"6861","Rprd1a"
"6862","Rprd1b"
"6863","Rprd1b"
"6864","Rprd2"
"6865","Rps10"
"6866","Rps11"
"6867","Rps12"
"6868","Rps13"
"6869","Rps14"
"6870","Rps14"
"6871","Rps15"
"6872","Rps15"
"6873","Rps15a"
"6874","Rps16"
"6875","Rps17"
"6876","Rps18"
"6877","Rps19"
"6878","Rps19bp1"
"6879","Rps2"
"6880","Rps20"
"6881","Rps21"
"6882","Rps23"
"6883","Rps24"
"6884","Rps25"
"6885","Rps26"
"6886","Rps27"
"6887","Rps27a"
"6888","Rps27l"
"6889","Rps28"
"6890","Rps29"
"6891","Rps3"
"6892","Rps4l"
"6893","Rps4x"
"6894","Rps5"
"6895","Rps6"
"6896","Rps6ka1"
"6897","Rps6ka2"
"6898","Rps6ka3"
"6899","Rps6ka5"
"6900","Rps6ka6"
"6901","Rps6kb1"
"6902","Rps6kb2"
"6903","Rps6kc1"
"6904","Rps7"
"6905","Rps8"
"6906","Rps9"
"6907","Rpsa"
"6908","Rptor"
"6909","Rpusd1"
"6910","Rpusd2"
"6911","Rpusd3"
"6912","Rpusd4"
"6913","Rqcd1"
"6914","Rraga"
"6915","Rragb"
"6916","Rragc"
"6917","Rragd"
"6918","Rras"
"6919","Rras2"
"6920","Rrbp1"
"6921","Rreb1"
"6922","Rrm1"
"6923","Rrm2"
"6924","Rrm2b"
"6925","Rrn3"
"6926","Rrnad1"
"6927","Rrp1"
"6928","Rrp12"
"6929","Rrp15"
"6930","Rrp1b"
"6931","Rrp1b"
"6932","Rrp36"
"6933","Rrp7a"
"6934","Rrp8"
"6935","Rrp9"
"6936","Rrs1"
"6937","Rsbn1"
"6938","Rsbn1l"
"6939","Rsf1"
"6940","Rsl1d1"
"6941","Rsl24d1"
"6942","Rsph1"
"6943","Rsph4a"
"6944","Rspry1"
"6945","Rsrc1"
"6946","Rsrc2"
"6947","Rsrp1"
"6948","Rsu1"
"6949","Rtca"
"6950","Rtcb"
"6951","Rtel1"
"6952","Rtf1"
"6953","Rtfdc1"
"6954","Rtkn"
"6955","Rtkn2"
"6956","Rtn1"
"6957","Rtn3"
"6958","Rtn3"
"6959","Rtn4"
"6960","Rtn4"
"6961","Rtn4ip1"
"6962","Rttn"
"6963","Rufy1"
"6964","Rufy2"
"6965","Rufy3"
"6966","Rundc1"
"6967","Rundc3a"
"6968","Rusc2"
"6969","Ruvbl1"
"6970","Ruvbl2"
"6971","Rwdd1"
"6972","Rwdd2b"
"6973","Rxra"
"6974","Rxrb"
"6975","Rybp"
"6976","Ryk"
"6977","Ryr3"
"6978","S100a1"
"6979","S100a10"
"6980","S100a11"
"6981","S100a13"
"6982","S100a6"
"6983","S100pbp"
"6984","S100pbp"
"6985","S1pr2"
"6986","Saa3"
"6987","Saal1"
"6988","Sac3d1"
"6989","Sacm1l"
"6990","Sacs"
"6991","Sae1"
"6992","Safb"
"6993","Safb2"
"6994","Sall1"
"6995","Sall2"
"6996","Sall3"
"6997","Sall4"
"6998","Samd1"
"6999","Samd8"
"7000","Samhd1"
"7001","Samhd1"
"7002","Samm50"
"7003","Sap130"
"7004","Sap30"
"7005","Sap30bp"
"7006","Sap30l"
"7007","Sapcd2"
"7008","Sar1a"
"7009","Sar1b"
"7010","Saraf"
"7011","Sarnp"
"7012","Sars"
"7013","Sars2"
"7014","Sart1"
"7015","Sart3"
"7016","Sash1"
"7017","Sash3"
"7018","Sass6"
"7019","Satb1"
"7020","Satb2"
"7021","Sav1"
"7022","Saysd1"
"7023","Sbds"
"7024","Sbds"
"7025","Sbf1"
"7026","Sbf2"
"7027","Sbk1"
"7028","Sbno1"
"7029","Sbno2"
"7030","Sc5d"
"7031","Scaf1"
"7032","Scaf11"
"7033","Scaf4"
"7034","Scaf8"
"7035","Scai"
"7036","Scamp1"
"7037","Scamp2"
"7038","Scamp3"
"7039","Scamp3"
"7040","Scamp5"
"7041","Scap"
"7042","Scaper"
"7043","Scarb1"
"7044","Scarb2"
"7045","Sccpdh"
"7046","Scd1"
"7047","Scd2"
"7048","Scfd1"
"7049","Scfd2"
"7050","Schip1"
"7051","Sclt1"
"7052","Scly"
"7053","Scmh1"
"7054","Scml2"
"7055","Scml2"
"7056","Scml2"
"7057","Scn4a"
"7058","Scnm1"
"7059","Sco1"
"7060","Sco2"
"7061","Scoc"
"7062","Scp2"
"7063","Scpep1"
"7064","Scrib"
"7065","Scrn1"
"7066","Scrn2"
"7067","Scrn3"
"7068","Scyl1"
"7069","Scyl2"
"7070","Scyl3"
"7071","Sdad1"
"7072","Sdc1"
"7073","Sdc4"
"7074","Sdcbp"
"7075","Sdcbp2"
"7076","Sdccag3"
"7077","Sde2"
"7078","Sdf2"
"7079","Sdf2l1"
"7080","Sdf4"
"7081","Sdha"
"7082","Sdhaf1"
"7083","Sdhaf2"
"7084","Sdhaf3"
"7085","Sdhaf4"
"7086","Sdhb"
"7087","Sdhc"
"7088","Sdhd"
"7089","Sdr39u1"
"7090","Sec11a"
"7091","Sec11c"
"7092","Sec13"
"7093","Sec14l1"
"7094","Sec14l4"
"7095","Sec16a"
"7096","Sec22a"
"7097","Sec22b"
"7098","Sec23a"
"7099","Sec23b"
"7100","Sec23ip"
"7101","Sec24a"
"7102","Sec24a"
"7103","Sec24b"
"7104","Sec24c"
"7105","Sec24d"
"7106","Sec31a"
"7107","Sec31a"
"7108","Sec61a1"
"7109","Sec61a2"
"7110","Sec61b"
"7111","Sec61g"
"7112","Sec62"
"7113","Sec63"
"7114","Secisbp2"
"7115","Secisbp2l"
"7116","Seh1l"
"7117","Sel1l"
"7118","Sel1l"
"7119","Selenof"
"7120","Selk"
"7121","Selm"
"7122","Selo"
"7123","Selt"
"7124","Sema3e"
"7125","Sema4b"
"7126","Sema4c"
"7127","Sema4d"
"7128","Sema5b"
"7129","Sema6a"
"7130","Senp1"
"7131","Senp2"
"7132","Senp3"
"7133","Senp6"
"7134","Senp7"
"7135","Senp8"
"7136","Sephs1"
"7137","Sephs2"
"7138","Sepn1"
"7139","Sepsecs"
"7140","Sept1"
"7141","Sept1"
"7142","Sept10"
"7143","Sept11"
"7144","Sept2"
"7145","Sept2"
"7146","Sept3"
"7147","Sept6"
"7148","Sept7"
"7149","Sept7"
"7150","Sept8"
"7151","Sept9"
"7152","Sept9"
"7153","Sepw1"
"7154","Serac1"
"7155","Serbp1"
"7156","Serf2"
"7157","Serhl"
"7158","Serinc1"
"7159","Serinc3"
"7160","Serinc4"
"7161","Serpinb1a"
"7162","Serpinb6b"
"7163","Serpinb6c"
"7164","Serpinb8"
"7165","Serpinb9"
"7166","Serpinb9b"
"7167","Serpine2"
"7168","Serpinh1"
"7169","Sesn1"
"7170","Sesn2"
"7171","Sesn3"
"7172","Sestd1"
"7173","Set"
"7174","Set"
"7175","Setd1a"
"7176","Setd1b"
"7177","Setd2"
"7178","Setd3"
"7179","Setd5"
"7180","Setd6"
"7181","Setd7"
"7182","Setd8"
"7183","Setdb1"
"7184","Setdb2"
"7185","Setmar"
"7186","Setx"
"7187","Sf1"
"7188","Sf1"
"7189","Sf1"
"7190","Sf3a1"
"7191","Sf3a2"
"7192","Sf3a3"
"7193","Sf3b1"
"7194","Sf3b2"
"7195","Sf3b3"
"7196","Sf3b4"
"7197","Sf3b5"
"7198","Sf3b6"
"7199","Sfmbt2"
"7200","Sfn"
"7201","Sfpq"
"7202","Sfr1"
"7203","Sfrp1"
"7204","Sfrp2"
"7205","Sfswap"
"7206","Sft2d1"
"7207","Sft2d2"
"7208","Sft2d3"
"7209","Sfxn1"
"7210","Sfxn2"
"7211","Sfxn3"
"7212","Sfxn5"
"7213","Sgk1"
"7214","Sgk3"
"7215","Sgms1"
"7216","Sgol1"
"7217","Sgpl1"
"7218","Sgpp1"
"7219","Sgsm3"
"7220","Sgta"
"7221","Sgtb"
"7222","Sh2b1"
"7223","Sh2b3"
"7224","Sh2d3c"
"7225","Sh2d4a"
"7226","Sh3bgr"
"7227","Sh3bgrl"
"7228","Sh3bgrl2"
"7229","Sh3bgrl3"
"7230","Sh3bp1"
"7231","Sh3bp2"
"7232","Sh3bp4"
"7233","Sh3bp5l"
"7234","Sh3d19"
"7235","Sh3gl1"
"7236","Sh3gl2"
"7237","Sh3gl3"
"7238","Sh3gl3"
"7239","Sh3glb1"
"7240","Sh3glb2"
"7241","Sh3kbp1"
"7242","Sh3pxd2a"
"7243","Sh3pxd2b"
"7244","Sh3rf1"
"7245","Sh3tc1"
"7246","Sharpin"
"7247","Shb"
"7248","Shc1"
"7249","Shcbp1"
"7250","She"
"7251","Shf"
"7252","Shkbp1"
"7253","Shmt1"
"7254","Shmt1"
"7255","Shmt2"
"7256","Shoc2"
"7257","Shprh"
"7258","Shq1"
"7259","Shroom2"
"7260","Shroom3"
"7261","Shroom4"
"7262","Siae"
"7263","Siah1b"
"7264","Sigirr"
"7265","Sigmar1"
"7266","Sik1"
"7267","Sik2"
"7268","Sik3"
"7269","Sike1"
"7270","Sil1"
"7271","Simc1"
"7272","Sin3a"
"7273","Sin3b"
"7274","Sipa1"
"7275","Sipa1l1"
"7276","Sipa1l2"
"7277","Sipa1l3"
"7278","Sirpa"
"7279","Sirt1"
"7280","Sirt2"
"7281","Sirt3"
"7282","Sirt4"
"7283","Sirt5"
"7284","Sirt6"
"7285","Sirt7"
"7286","Siva1"
"7287","Six1"
"7288","Six4"
"7289","Six4"
"7290","Six5"
"7291","Ska1"
"7292","Ska2"
"7293","Ska3"
"7294","Skap2"
"7295","Ski"
"7296","Skil"
"7297","Skiv2l"
"7298","Skiv2l2"
"7299","Skp2"
"7300","Slain1"
"7301","Slain2"
"7302","Slbp"
"7303","Slc11a2"
"7304","Slc12a2"
"7305","Slc12a4"
"7306","Slc12a6"
"7307","Slc12a7"
"7308","Slc12a9"
"7309","Slc13a5"
"7310","Slc15a1"
"7311","Slc15a4"
"7312","Slc16a1"
"7313","Slc16a10"
"7314","Slc16a3"
"7315","Slc16a6"
"7316","Slc18b1"
"7317","Slc19a1"
"7318","Slc19a2"
"7319","Slc1a1"
"7320","Slc1a3"
"7321","Slc1a4"
"7322","Slc1a5"
"7323","Slc20a1"
"7324","Slc20a2"
"7325","Slc22a18"
"7326","Slc22a3"
"7327","Slc23a2"
"7328","Slc25a1"
"7329","Slc25a10"
"7330","Slc25a11"
"7331","Slc25a11"
"7332","Slc25a12"
"7333","Slc25a13"
"7334","Slc25a15"
"7335","Slc25a16"
"7336","Slc25a17"
"7337","Slc25a19"
"7338","Slc25a20"
"7339","Slc25a22"
"7340","Slc25a24"
"7341","Slc25a25"
"7342","Slc25a28"
"7343","Slc25a3"
"7344","Slc25a30"
"7345","Slc25a31"
"7346","Slc25a32"
"7347","Slc25a35"
"7348","Slc25a36"
"7349","Slc25a4"
"7350","Slc25a40"
"7351","Slc25a46"
"7352","Slc25a5"
"7353","Slc25a51"
"7354","Slc26a11"
"7355","Slc26a2"
"7356","Slc27a1"
"7357","Slc27a2"
"7358","Slc27a3"
"7359","Slc27a4"
"7360","Slc29a1"
"7361","Slc29a2"
"7362","Slc29a3"
"7363","Slc2a1"
"7364","Slc2a3"
"7365","Slc2a8"
"7366","Slc30a1"
"7367","Slc30a2"
"7368","Slc30a5"
"7369","Slc30a6"
"7370","Slc30a7"
"7371","Slc30a9"
"7372","Slc31a1"
"7373","Slc33a1"
"7374","Slc35a1"
"7375","Slc35a2"
"7376","Slc35a3"
"7377","Slc35a4"
"7378","Slc35b1"
"7379","Slc35b2"
"7380","Slc35d3"
"7381","Slc35e1"
"7382","Slc35e2"
"7383","Slc35f2"
"7384","Slc35f6"
"7385","Slc35g1"
"7386","Slc37a2"
"7387","Slc38a1"
"7388","Slc38a10"
"7389","Slc38a2"
"7390","Slc38a4"
"7391","Slc38a7"
"7392","Slc38a9"
"7393","Slc39a10"
"7394","Slc39a11"
"7395","Slc39a14"
"7396","Slc39a4"
"7397","Slc39a6"
"7398","Slc39a7"
"7399","Slc3a2"
"7400","Slc3a2"
"7401","Slc40a1"
"7402","Slc43a1"
"7403","Slc43a2"
"7404","Slc44a1"
"7405","Slc44a2"
"7406","Slc45a1"
"7407","Slc45a4"
"7408","Slc46a1"
"7409","Slc4a10"
"7410","Slc4a11"
"7411","Slc4a1ap"
"7412","Slc4a1ap"
"7413","Slc4a2"
"7414","Slc4a2"
"7415","Slc4a3"
"7416","Slc4a4"
"7417","Slc4a7"
"7418","Slc4a8"
"7419","Slc52a2"
"7420","Slc52a3"
"7421","Slc5a11"
"7422","Slc5a6"
"7423","Slc6a1"
"7424","Slc6a11"
"7425","Slc6a6"
"7426","Slc6a8"
"7427","Slc6a9"
"7428","Slc7a1"
"7429","Slc7a3"
"7430","Slc7a5"
"7431","Slc7a6"
"7432","Slc7a6os"
"7433","Slc7a7"
"7434","Slc8b1"
"7435","Slc9a1"
"7436","Slc9a3r1"
"7437","Slc9a3r2"
"7438","Slc9a6"
"7439","Slc9a6"
"7440","Slc9a7"
"7441","Slc9a8"
"7442","Slc9b1"
"7443","Slco4c1"
"7444","Slfn8"
"7445","Slfn9"
"7446","Slirp"
"7447","Slit3"
"7448","Slk"
"7449","Slmap"
"7450","Slmap"
"7451","Slmo2"
"7452","Sltm"
"7453","Slu7"
"7454","Slx1b"
"7455","Slx4"
"7456","Slx4"
"7457","Slx4ip"
"7458","Smad1"
"7459","Smad2"
"7460","Smad3"
"7461","Smad4"
"7462","Smad5"
"7463","Smad7"
"7464","Smagp"
"7465","Smap1"
"7466","Smap2"
"7467","Smarca1"
"7468","Smarca2"
"7469","Smarca4"
"7470","Smarca5"
"7471","Smarcad1"
"7472","Smarcal1"
"7473","Smarcb1"
"7474","Smarcb1"
"7475","Smarcc1"
"7476","Smarcc2"
"7477","Smarcd1"
"7478","Smarcd2"
"7479","Smarcd3"
"7480","Smarce1"
"7481","Smc1a"
"7482","Smc1b"
"7483","Smc2"
"7484","Smc3"
"7485","Smc4"
"7486","Smc5"
"7487","Smc5"
"7488","Smc6"
"7489","Smchd1"
"7490","Smcr8"
"7491","Smek1"
"7492","Smek2"
"7493","Smg1"
"7494","Smg5"
"7495","Smg6"
"7496","Smg7"
"7497","Smg8"
"7498","Smg9"
"7499","Smim1"
"7500","Smim12"
"7501","Smim13"
"7502","Smim14"
"7503","Smim19"
"7504","Smim20"
"7505","Smim4"
"7506","Smim7"
"7507","Smim8"
"7508","Smn1"
"7509","Smndc1"
"7510","Smoc1"
"7511","Smok2a"
"7512","Smox"
"7513","Smpd2"
"7514","Smpd4"
"7515","Smpdl3b"
"7516","Sms"
"7517","Smtn"
"7518","Smtnl1"
"7519","Smtnl2"
"7520","Smu1"
"7521","Smug1"
"7522","Smurf1"
"7523","Smurf2"
"7524","Smyd2"
"7525","Smyd3"
"7526","Smyd4"
"7527","Smyd5"
"7528","Snap23"
"7529","Snap29"
"7530","Snap47"
"7531","Snapc1"
"7532","Snapc2"
"7533","Snapc3"
"7534","Snapc4"
"7535","Snapc5"
"7536","Snapin"
"7537","Snca"
"7538","Sncb"
"7539","Sncg"
"7540","Snd1"
"7541","Snf8"
"7542","Snip1"
"7543","Snrk"
"7544","Snrnp200"
"7545","Snrnp27"
"7546","Snrnp35"
"7547","Snrnp40"
"7548","Snrnp48"
"7549","Snrnp70"
"7550","Snrpa"
"7551","Snrpa1"
"7552","Snrpb"
"7553","Snrpb2"
"7554","Snrpc"
"7555","Snrpd1"
"7556","Snrpd2"
"7557","Snrpd3"
"7558","Snrpe"
"7559","Snrpf"
"7560","Snrpg"
"7561","Snta1"
"7562","Sntb1"
"7563","Sntb2"
"7564","Snupn"
"7565","Snw1"
"7566","Snx1"
"7567","Snx10"
"7568","Snx11"
"7569","Snx12"
"7570","Snx14"
"7571","Snx15"
"7572","Snx16"
"7573","Snx17"
"7574","Snx18"
"7575","Snx2"
"7576","Snx20"
"7577","Snx24"
"7578","Snx25"
"7579","Snx27"
"7580","Snx29"
"7581","Snx3"
"7582","Snx30"
"7583","Snx4"
"7584","Snx5"
"7585","Snx6"
"7586","Snx7"
"7587","Snx8"
"7588","Snx9"
"7589","Soat1"
"7590","Socs2"
"7591","Socs6"
"7592","Sod1"
"7593","Sod2"
"7594","Soga1"
"7595","Soga3"
"7596","Sohlh2"
"7597","Son"
"7598","Son"
"7599","Son"
"7600","Sorbs1"
"7601","Sorbs2"
"7602","Sord"
"7603","Sorl1"
"7604","Sort1"
"7605","Sos1"
"7606","Sos2"
"7607","Sowahb"
"7608","Sox11"
"7609","Sox13"
"7610","Sox15"
"7611","Sox2"
"7612","Sox21"
"7613","Sox3"
"7614","Sp1"
"7615","Sp1"
"7616","Sp100"
"7617","Sp2"
"7618","Sp3"
"7619","Sp4"
"7620","Sp5"
"7621","Spag1"
"7622","Spag5"
"7623","Spag7"
"7624","Spag9"
"7625","Sparc"
"7626","Spast"
"7627","Spata13"
"7628","Spata16"
"7629","Spata2"
"7630","Spata24"
"7631","Spata5"
"7632","Spats2"
"7633","Spats2l"
"7634","Spc24"
"7635","Spc25"
"7636","Spcs1"
"7637","Spcs1"
"7638","Spcs2"
"7639","Spcs3"
"7640","Spcs3"
"7641","Spdl1"
"7642","Specc1"
"7643","Specc1l"
"7644","Spen"
"7645","Spen"
"7646","Spg11"
"7647","Spg20"
"7648","Spg21"
"7649","Spg7"
"7650","Sphk2"
"7651","Spice1"
"7652","Spidr"
"7653","Spin1"
"7654","Spint1"
"7655","Spire1"
"7656","Spn"
"7657","Spns1"
"7658","Spop"
"7659","Spp1"
"7660","Sppl2a"
"7661","Sppl2b"
"7662","Sppl3"
"7663","Spr"
"7664","Spred1"
"7665","Spred2"
"7666","Sprtn"
"7667","Spry1"
"7668","Spry2"
"7669","Spry4"
"7670","Spryd3"
"7671","Spryd4"
"7672","Spryd7"
"7673","Spsb2"
"7674","Spta1"
"7675","Sptan1"
"7676","Sptan1"
"7677","Sptan1"
"7678","Sptb"
"7679","Sptbn1"
"7680","Sptbn2"
"7681","Sptbn4"
"7682","Sptlc1"
"7683","Sptlc2"
"7684","Spty2d1"
"7685","Sqle"
"7686","Sqstm1"
"7687","Sqstm1"
"7688","Sra1"
"7689","Srbd1"
"7690","Src"
"7691","Srcap"
"7692","Srcin1"
"7693","Srd5a3"
"7694","Srebf1"
"7695","Srebf2"
"7696","Srek1"
"7697","Srek1ip1"
"7698","Srf"
"7699","Srfbp1"
"7700","Srgap1"
"7701","Srgap2"
"7702","Srgap3"
"7703","Sri"
"7704","Srm"
"7705","Srp14"
"7706","Srp19"
"7707","Srp68"
"7708","Srp72"
"7709","Srp9"
"7710","Srpk1"
"7711","Srpk2"
"7712","Srpr"
"7713","Srrd"
"7714","Srrm1"
"7715","Srrm2"
"7716","Srrt"
"7717","Srsf1"
"7718","Srsf10"
"7719","Srsf11"
"7720","Srsf2"
"7721","Srsf3"
"7722","Srsf3"
