"","x"
"2630","Ext2"
"2631","Extl2"
"2632","Extl3"
"2633","Eya3"
"2634","Ezh1"
"2635","Ezh2"
"2636","Ezh2"
"2637","Ezr"
"2638","F11r"
"2639","F2r"
"2640","F2rl1"
"2641","F8a"
"2642","Faah"
"2643","Faap100"
"2644","Faap24"
"2645","Fabp3"
"2646","Fabp5"
"2647","Fadd"
"2648","Fads1"
"2649","Fads2"
"2650","Faf1"
"2651","Faf2"
"2652","Fah"
"2653","Fahd1"
"2654","Faim"
"2655","Fam102a"
"2656","Fam103a1"
"2657","Fam104a"
"2658","Fam107b"
"2659","Fam109a"
"2660","Fam110a"
"2661","Fam110b"
"2662","Fam111a"
"2663","Fam114a1"
"2664","Fam114a2"
"2665","Fam117a"
"2666","Fam117b"
"2667","Fam118a"
"2668","Fam118b"
"2669","Fam120c"
"2670","Fam122a"
"2671","Fam122b"
"2672","Fam126a"
"2673","Fam126b"
"2674","Fam129a"
"2675","Fam129b"
"2676","Fam133b"
"2677","Fam134a"
"2678","Fam134b"
"2679","Fam134c"
"2680","Fam135a"
"2681","Fam136a"
"2682","Fam13c"
"2683","Fam160a2"
"2684","Fam160a2"
"2685","Fam160b1"
"2686","Fam160b2"
"2687","Fam162a"
"2688","Fam168a"
"2689","Fam168b"
"2690","Fam169a"
"2691","Fam169b"
"2692","Fam171a1"
"2693","Fam172a"
"2694","Fam173a"
"2695","Fam175a"
"2696","Fam175b"
"2697","Fam178a"
"2698","Fam179b"
"2699","Fam184a"
"2700","Fam185a"
"2701","Fam188a"
"2702","Fam192a"
"2703","Fam193a"
"2704","Fam193b"
"2705","Fam195a"
"2706","Fam195b"
"2707","Fam204a"
"2708","Fam206a"
"2709","Fam207a"
"2710","Fam208a"
"2711","Fam208a"
"2712","Fam208b"
"2713","Fam20b"
"2714","Fam21"
"2715","Fam210a"
"2716","Fam213a"
"2717","Fam213b"
"2718","Fam219b"
"2719","Fam221a"
"2720","Fam222b"
"2721","Fam25c"
"2722","Fam32a"
"2723","Fam3a"
"2724","Fam3c"
"2725","Fam45a"
"2726","Fam49a"
"2727","Fam49b"
"2728","Fam50a"
"2729","Fam53a"
"2730","Fam53c"
"2731","Fam60a"
"2732","Fam63a"
"2733","Fam63b"
"2734","Fam64a"
"2735","Fam65a"
"2736","Fam73a"
"2737","Fam73b"
"2738","Fam76a"
"2739","Fam76b"
"2740","Fam83b"
"2741","Fam83d"
"2742","Fam83g"
"2743","Fam83h"
"2744","Fam84b"
"2745","Fam96a"
"2746","Fam96b"
"2747","Fam98a"
"2748","Fam98b"
"2749","Fam98c"
"2750","Fan1"
"2751","Fanca"
"2752","Fancd2"
"2753","Fancf"
"2754","Fancg"
"2755","Fanci"
"2756","Fancl"
"2757","Fancm"
"2758","Far1"
"2759","Farp1"
"2760","Fars2"
"2761","Farsa"
"2762","Farsb"
"2763","Fasn"
"2764","Fastkd1"
"2765","Fastkd2"
"2766","Fastkd3"
"2767","Fastkd5"
"2768","Fat1"
"2769","Fau"
"2770","Fbl"
"2771","Fblim1"
"2772","Fbln1"
"2773","Fbp1"
"2774","Fbp2"
"2775","Fbrs"
"2776","Fbrsl1"
"2777","Fbxl12"
"2778","Fbxl15"
"2779","Fbxl18"
"2780","Fbxl19"
"2781","Fbxl20"
"2782","Fbxl3"
"2783","Fbxl6"
"2784","Fbxo10"
"2785","Fbxo11"
"2786","Fbxo15"
"2787","Fbxo18"
"2788","Fbxo2"
"2789","Fbxo21"
"2790","Fbxo22"
"2791","Fbxo22"
"2792","Fbxo28"
"2793","Fbxo3"
"2794","Fbxo30"
"2795","Fbxo31"
"2796","Fbxo38"
"2797","Fbxo41"
"2798","Fbxo42"
"2799","Fbxo45"
"2800","Fbxo46"
"2801","Fbxo5"
"2802","Fbxo6"
"2803","Fbxo7"
"2804","Fbxo9"
"2805","Fbxo9"
"2806","Fbxw11"
"2807","Fbxw11"
"2808","Fbxw17"
"2809","Fbxw8"
"2810","Fbxw9"
"2811","Fcf1"
"2812","Fcho1"
"2813","Fcho2"
"2814","Fchsd2"
"2815","Fdft1"
"2816","Fdps"
"2817","Fdx1"
"2818","Fdx1l"
"2819","Fdxr"
"2820","Fech"
"2821","Fem1b"
"2822","Fem1c"
"2823","Fen1"
"2824","Fer"
"2825","Fermt1"
"2826","Fermt2"
"2827","Fetub"
"2828","Fez2"
"2829","Fgd1"
"2830","Fgd4"
"2831","Fgd5"
"2832","Fgd6"
"2833","Fgf1"
"2834","Fgf12"
"2835","Fgf15"
"2836","Fgf2"
"2837","Fgf4"
"2838","Fgfbp1"
"2839","Fgfr1"
"2840","Fgfr1op"
"2841","Fgfr1op2"
"2842","Fgg"
"2843","Fggy"
"2844","Fgr"
"2845","Fhl1"
"2846","Fhl1"
"2847","Fhl3"
"2848","Fhod1"
"2849","Fibp"
"2850","Fig4"
"2851","Fign"
"2852","Fignl1"
"2853","Fip1l1"
"2854","Fip1l1"
"2855","Fis1"
"2856","Fitm2"
"2857","Fiz1"
"2858","Fkbp10"
"2859","Fkbp11"
"2860","Fkbp14"
"2861","Fkbp15"
"2862","Fkbp1a"
"2863","Fkbp2"
"2864","Fkbp3"
"2865","Fkbp4"
"2866","Fkbp5"
"2867","Fkbp6"
"2868","Fkbp7"
"2869","Fkbp8"
"2870","Fkbp8"
"2871","Fkbp9"
"2872","Fkbpl"
"2873","Flad1"
"2874","Flcn"
"2875","Flii"
"2876","Flna"
"2877","Flnb"
"2878","Flnc"
"2879","Flot1"
"2880","Flot2"
"2881","Flywch1"
"2882","Flywch2"
"2883","Fmn1"
"2884","Fmnl1"
"2885","Fmnl2"
"2886","Fmnl3"
"2887","Fmr1"
"2888","Fmr1"
"2889","Fmr1"
"2890","Fmr1nb"
"2891","Fn1"
"2892","Fn1"
"2893","Fn3krp"
"2894","Fnbp1"
"2895","Fnbp1l"
"2896","Fnbp4"
"2897","Fndc3a"
"2898","Fndc3b"
"2899","Fndc3c1"
"2900","Fndc9"
"2901","Fnip1"
"2902","Fnip2"
"2903","Fnta"
"2904","Fntb"
"2905","Fntb"
"2906","Focad"
"2907","Focad"
"2908","Folr1"
"2909","Fopnl"
"2910","Fos"
"2911","Fosl2"
"2912","Foxd3"
"2913","Foxi3"
"2914","Foxj3"
"2915","Foxk1"
"2916","Foxk2"
"2917","Foxm1"
"2918","Foxn2"
"2919","Foxn3"
"2920","Foxo1"
"2921","Foxo3"
"2922","Foxo4"
"2923","Foxp1"
"2924","Foxp1"
"2925","Foxp4"
"2926","Foxr1"
"2927","Foxr2"
"2928","Foxred1"
"2929","Fpgs"
"2930","Fra10ac1"
"2931","Frg1"
"2932","Frmd4a"
"2933","Frmd4b"
"2934","Frmd5"
"2935","Frmd6"
"2936","Frmd8"
"2937","Frs2"
"2938","Fry"
"2939","Fryl"
"2940","Fscn1"
"2941","Fscn1"
"2942","Fsd1"
"2943","Fst"
"2944","Fstl1"
"2945","Fth1"
"2946","Ftl1"
"2947","Fto"
"2948","Fto"
"2949","Ftsj1"
"2950","Ftsj2"
"2951","Ftsj3"
"2952","Fubp1"
"2953","Fubp3"
"2954","Fubp3"
"2955","Fubp3"
"2956","Fuca1"
"2957","Fuk"
"2958","Fundc1"
"2959","Fundc2"
"2960","Fuom"
"2961","Fus"
"2962","Fut11"
"2963","Fut8"
"2964","Fxn"
"2965","Fxr1"
"2966","Fxr1"
"2967","Fxr2"
"2968","Fxyd4"
"2969","Fxyd6"
"2970","Fyco1"
"2971","Fyn"
"2972","Fyttd1"
"2973","Fzd10"
"2974","Fzd2"
"2975","Fzd7"
"2976","Fzr1"
"2977","G2e3"
"2978","G3bp1"
"2979","G3bp2"
"2980","G6pc3"
"2981","G6pdx"
"2982","Gaa"
"2983","Gab1"
"2984","Gabarapl2"
"2985","Gabpa"
"2986","Gabpb1"
"2987","Gabpb2"
"2988","Gadd45gip1"
"2989","Gak"
"2990","Galc"
"2991","Gale"
"2992","Galk1"
"2993","Galk2"
"2994","Galm"
"2995","Galns"
"2996","Galnt1"
"2997","Galnt11"
"2998","Galnt12"
"2999","Galnt2"
"3000","Galnt3"
"3001","Galnt4"
"3002","Galnt6"
"3003","Galnt7"
"3004","Galt"
"3005","Gamt"
"3006","Gan"
"3007","Ganab"
"3008","Ganab"
"3009","Gap43"
"3010","Gapdh"
"3011","Gapdh"
"3012","Gapvd1"
"3013","Gar1"
"3014","Garem"
"3015","Garnl3"
"3016","Gars"
"3017","Gart"
"3018","Gas2"
"3019","Gas2l1"
"3020","Gas2l3"
"3021","Gas8"
"3022","Gatad1"
"3023","Gatad2a"
"3024","Gatad2b"
"3025","Gatb"
"3026","Gatc"
"3027","Gatm"
"3028","Gatsl3"
"3029","Gba"
"3030","Gba2"
"3031","Gbas"
"3032","Gbe1"
"3033","Gbf1"
"3034","Gbp2"
"3035","Gbp4"
"3036","Gbp9"
"3037","Gbx2"
"3038","Gca"
"3039","Gcat"
"3040","Gcc1"
"3041","Gcc2"
"3042","Gcdh"
"3043","Gcfc2"
"3044","Gclc"
"3045","Gclm"
"3046","Gcn1l1"
"3047","Gcnt2"
"3048","Gcnt2"
"3049","Gcsh"
"3050","Gdap1l1"
"3051","Gdap2"
"3052","Gde1"
"3053","Gdf3"
"3054","Gdi1"
"3055","Gdi2"
"3056","Gdpd1"
"3057","Gdpgp1"
"3058","Gemin2"
"3059","Gemin4"
"3060","Gemin5"
"3061","Gemin5"
"3062","Gemin6"
"3063","Gemin7"
"3064","Gemin8"
"3065","Gen1"
"3066","Get4"
"3067","Gfer"
"3068","Gfm1"
"3069","Gfm2"
"3070","Gfpt1"
"3071","Gfpt2"
"3072","Gga1"
"3073","Gga2"
"3074","Gga3"
"3075","Ggact"
"3076","Ggct"
"3077","Ggcx"
"3078","Ggh"
"3079","Ggnbp2"
"3080","Ggps1"
"3081","Ggt1"
"3082","Ggta1"
"3083","Ghdc"
"3084","Ghitm"
"3085","Gid4"
"3086","Gid8"
"3087","Gigyf1"
"3088","Gigyf2"
"3089","Gigyf2"
"3090","Gin1"
"3091","Gins1"
"3092","Gins2"
"3093","Gins3"
"3094","Gins4"
"3095","Gipc1"
"3096","Gipc2"
"3097","Git1"
"3098","Git2"
"3099","Git2"
"3100","Gja1"
"3101","Gjc1"
"3102","Gk"
"3103","Gk5"
"3104","Gkap1"
"3105","Gla"
"3106","Glb1"
"3107","Glcci1"
"3108","Glce"
"3109","Gldc"
"3110","Gle1"
"3111","Glg1"
"3112","Glg1"
"3113","Gli2"
"3114","Gli3"
"3115","Glipr2"
"3116","Glis2"
"3117","Glmn"
"3118","Glmp"
"3119","Glo1"
"3120","Glod4"
"3121","Glrx"
"3122","Glrx2"
"3123","Glrx3"
"3124","Glrx5"
"3125","Gls"
"3126","Gls"
"3127","Gls2"
"3128","Glt1d1"
"3129","Glt8d1"
"3130","Gltp"
"3131","Gltscr1"
"3132","Gltscr1l"
"3133","Gltscr2"
"3134","Glud1"
"3135","Glud1"
"3136","Glul"
"3137","Glyr1"
"3138","Gm10073"
"3139","Gm10094"
"3140","Gm10479"
"3141","Gm10772"
"3142","Gm12794"
"3143","Gm13128"
"3144","Gm13145"
"3145","Gm13150"
"3146","Gm13151"
"3147","Gm13152"
"3148","Gm13154"
"3149","Gm13157"
"3150","Gm13212"
"3151","Gm13225"
"3152","Gm13242"
"3153","Gm13247"
"3154","Gm13248"
"3155","Gm14124"
"3156","Gm14139"
"3157","Gm14295"
"3158","Gm14296"
"3159","Gm14399"
"3160","Gm14401"
"3161","Gm14409"
"3162","Gm14412"
"3163","Gm14420"
"3164","Gm14444"
"3165","Gm14569"
"3166","Gm15446"
"3167","Gm1564"
"3168","Gm15800"
"3169","Gm16286"
"3170","Gm17067"
"3171","Gm17296"
"3172","Gm1840"
"3173","Gm20498"
"3174","Gm20696"
"3175","Gm28042"
"3176","Gm29394"
"3177","Gm2a"
"3178","Gm364"
"3179","Gm5093"
"3180","Gm5141"
"3181","Gm5239"
"3182","Gm5519"
"3183","Gm5595"
"3184","Gm561"
"3185","Gm608"
"3186","Gm6768"
"3187","Gm6871"
"3188","Gm6880"
"3189","Gm7221"
"3190","Gm7325"
"3191","Gm7367"
"3192","Gm7942"
"3193","Gm8730"
"3194","Gm9"
"3195","Gmcl1"
"3196","Gmds"
"3197","Gmeb1"
"3198","Gmeb2"
"3199","Gmfb"
"3200","Gmfg"
"3201","Gmip"
"3202","Gmnn"
"3203","Gmppa"
"3204","Gmppb"
"3205","Gmpr"
"3206","Gmpr2"
"3207","Gmps"
"3208","Gna11"
"3209","Gna12"
"3210","Gna13"
"3211","Gnai1"
"3212","Gnai2"
"3213","Gnai3"
"3214","Gnao1"
"3215","Gnaq"
"3216","Gnas"
"3217","Gnb1"
"3218","Gnb1l"
"3219","Gnb2"
"3220","Gnb2l1"
"3221","Gnb4"
"3222","Gne"
"3223","Gng12"
"3224","Gng2"
"3225","Gng3"
"3226","Gng5"
"3227","Gng5"
"3228","Gng8"
"3229","Gngt2"
"3230","Gnl1"
"3231","Gnl2"
"3232","Gnl3"
"3233","Gnl3l"
"3234","Gnpat"
"3235","Gnpda1"
"3236","Gnpda2"
"3237","Gnpnat1"
"3238","Gnptg"
"3239","Gns"
"3240","Golga1"
"3241","Golga2"
"3242","Golga3"
"3243","Golga4"
"3244","Golga5"
"3245","Golga7"
"3246","Golgb1"
"3247","Golim4"
"3248","Golm1"
"3249","Golph3"
"3250","Golph3l"
"3251","Golt1b"
"3252","Gon4l"
"3253","Gopc"
"3254","Gorab"
"3255","Gorasp1"
"3256","Gorasp2"
"3257","Gosr1"
"3258","Gosr2"
"3259","Got1"
"3260","Got2"
"3261","Gpa33"
"3262","Gpaa1"
"3263","Gpalpp1"
"3264","Gpam"
"3265","Gpat2"
"3266","Gpatch1"
"3267","Gpatch11"
"3268","Gpatch2"
"3269","Gpatch2l"
"3270","Gpatch3"
"3271","Gpatch4"
"3272","Gpatch8"
"3273","Gpbp1"
"3274","Gpbp1"
"3275","Gpbp1l1"
"3276","Gpc1"
"3277","Gpc2"
"3278","Gpc3"
"3279","Gpc4"
"3280","Gpcpd1"
"3281","Gpd1l"
"3282","Gpd2"
"3283","Gphn"
"3284","Gpkow"
"3285","Gpn1"
"3286","Gpn2"
"3287","Gpn3"
"3288","Gpr107"
"3289","Gpr108"
"3290","Gprasp1"
"3291","Gprasp2"
"3292","Gprc5a"
"3293","Gprc5b"
"3294","Gprc5c"
"3295","Gps1"
"3296","Gps2"
"3297","Gpsm1"
"3298","Gpsm2"
"3299","Gpt2"
"3300","Gpx1"
"3301","Gpx2"
"3302","Gpx4"
"3303","Gpx7"
"3304","Gpx8"
"3305","Gramd1a"
"3306","Gramd1b"
"3307","Gramd3"
"3308","Gramd4"
"3309","Grb10"
"3310","Grb2"
"3311","Grb7"
"3312","Grcc10"
"3313","Greb1"
"3314","Grhl1"
"3315","Grhl2"
"3316","Grhl3"
"3317","Grhpr"
"3318","Grid2"
"3319","Grid2ip"
"3320","Grik2"
"3321","Grip1"
"3322","Gripap1"
"3323","Grk6"
"3324","Grn"
"3325","Grpel1"
"3326","Grpel2"
"3327","Grsf1"
"3328","Grtp1"
"3329","Grwd1"
"3330","Gse1"
"3331","Gsg2"
"3332","Gsk3a"
"3333","Gsk3b"
"3334","Gsn"
"3335","Gspt1"
"3336","Gspt2"
"3337","Gsr"
"3338","Gsr"
"3339","Gss"
"3340","Gsta3"
"3341","Gsta4"
"3342","Gstcd"
"3343","Gstk1"
"3344","Gstm1"
"3345","Gstm2"
"3346","Gstm3"
"3347","Gstm4"
"3348","Gstm5"
"3349","Gsto1"
"3350","Gstp1"
"3351","Gstp2"
"3352","Gstt1"
"3353","Gstt2"
"3354","Gstt3"
"3355","Gstz1"
"3356","Gtdc1"
"3357","Gtf2a1"
"3358","Gtf2a2"
"3359","Gtf2b"
"3360","Gtf2e1"
"3361","Gtf2e2"
"3362","Gtf2f1"
"3363","Gtf2f2"
"3364","Gtf2h1"
"3365","Gtf2h2"
"3366","Gtf2h3"
"3367","Gtf2h4"
"3368","Gtf2h5"
"3369","Gtf2i"
"3370","Gtf2i"
"3371","Gtf2ird1"
"3372","Gtf3a"
"3373","Gtf3c1"
"3374","Gtf3c3"
"3375","Gtf3c4"
"3376","Gtf3c5"
"3377","Gtf3c6"
"3378","Gtpbp1"
"3379","Gtpbp10"
"3380","Gtpbp3"
"3381","Gtpbp4"
"3382","Gtpbp6"
"3383","Gtpbp8"
"3384","Gtse1"
"3385","Gtsf1"
"3386","Gtsf1l"
"3387","Guf1"
"3388","Guk1"
"3389","Gulo"
"3390","Gulp1"
"3391","Gusb"
"3392","Gxylt1"
"3393","Gys1"
"3394","Gzf1"
"3395","H1fx"
"3396","H2-D1"
"3397","H2-Eb1"
"3398","H2-K1"
"3399","H2afv"
"3400","H2afx"
"3401","H2afy"
"3402","H2afy2"
"3403","H2bfm"
"3404","H3f3a"
"3405","H6pd"
"3406","Habp4"
"3407","Hacd2"
"3408","Hacd3"
"3409","Hace1"
"3410","Hacl1"
"3411","Hadh"
"3412","Hadha"
"3413","Hadhb"
"3414","Hagh"
"3415","Hap1"
"3416","Harbi1"
"3417","Hars"
"3418","Hars2"
"3419","Hat1"
"3420","Haus1"
"3421","Haus2"
"3422","Haus3"
"3423","Haus4"
"3424","Haus5"
"3425","Haus6"
"3426","Haus7"
"3427","Haus8"
"3428","Hax1"
"3429","Hbp1"
"3430","Hbs1l"
"3431","Hbs1l"
"3432","Hccs"
"3433","Hcfc1"
"3434","Hcfc2"
"3435","Hck"
"3436","Hcn3"
"3437","Hdac1"
"3438","Hdac10"
"3439","Hdac2"
"3440","Hdac3"
"3441","Hdac4"
"3442","Hdac5"
"3443","Hdac6"
"3444","Hdac7"
"3445","Hdac8"
"3446","Hddc2"
"3447","Hddc3"
"3448","Hdgf"
"3449","Hdgfrp2"
"3450","Hdgfrp2"
"3451","Hdgfrp3"
"3452","Hdhd2"
"3453","Hdhd2"
"3454","Hdhd3"
"3455","Hdlbp"
"3456","Heatr1"
"3457","Heatr3"
"3458","Heatr5a"
"3459","Heatr5b"
"3460","Heatr6"
"3461","Hebp1"
"3462","Hebp2"
"3463","Hectd1"
"3464","Hectd3"
"3465","Helb"
"3466","Hells"
"3467","Hells"
"3468","Helq"
"3469","Helz"
"3470","Hemk1"
"3471","Herc1"
"3472","Herc2"
"3473","Herc3"
"3474","Herc4"
"3475","Herpud1"
"3476","Herpud2"
"3477","Hes1"
"3478","Hexa"
"3479","Hexb"
"3480","Hexim1"
"3481","Hexim2"
"3482","Hgh1"
"3483","Hgs"
"3484","Hgsnat"
"3485","Hiat1"
"3486","Hiatl1"
"3487","Hibadh"
"3488","Hibch"
"3489","Hic2"
"3490","Hif1a"
"3491","Hif1an"
"3492","Higd1a"
"3493","Higd2a"
"3494","Hint1"
"3495","Hint2"
"3496","Hint3"
"3497","Hip1"
"3498","Hip1r"
"3499","Hipk1"
"3500","Hira"
"3501","Hirip3"
"3502","Hist1h1a"
"3503","Hist1h1b"
"3504","Hist1h1c"
"3505","Hist1h1d"
"3506","Hist1h1e"
"3507","Hist1h1t"
"3508","Hist1h2af"
"3509","Hist1h2ba"
"3510","Hist1h2bc"
"3511","Hist1h2bf"
"3512","Hist1h3a"
"3513","Hist1h3b"
"3514","Hist1h4a"
"3515","Hist2h2aa1"
"3516","Hist2h2ab"
"3517","Hist3h2ba"
"3518","Hivep1"
"3519","Hjurp"
"3520","Hk1"
"3521","Hk2"
"3522","Hlcs"
"3523","Hltf"
"3524","Hmbox1"
"3525","Hmbs"
"3526","Hmces"
"3527","Hmg20a"
"3528","Hmg20b"
"3529","Hmga1"
"3530","Hmga2"
"3531","Hmgb1"
"3532","Hmgb2"
"3533","Hmgb3"
"3534","Hmgcl"
"3535","Hmgcr"
"3536","Hmgn1"
"3537","Hmgn2"
"3538","Hmgn3"
"3539","Hmgn5"
"3540","Hmgxb3"
"3541","Hmgxb4"
"3542","Hmmr"
"3543","Hmox1"
"3544","Hmox1"
"3545","Hmox2"
"3546","Hn1"
"3547","Hn1l"
"3548","Hnrnpa0"
"3549","Hnrnpa1"
"3550","Hnrnpa2b1"
"3551","Hnrnpa3"
"3552","Hnrnpab"
"3553","Hnrnpc"
"3554","Hnrnpd"
"3555","Hnrnpd"
"3556","Hnrnpdl"
"3557","Hnrnpdl"
"3558","Hnrnpf"
"3559","Hnrnph1"
"3560","Hnrnph2"
"3561","Hnrnph3"
"3562","Hnrnpk"
"3563","Hnrnpk"
"3564","Hnrnpl"
"3565","Hnrnpl"
"3566","Hnrnpll"
"3567","Hnrnpm"
"3568","Hnrnpr"
"3569","Hnrnpu"
"3570","Hnrnpul1"
"3571","Hnrnpul2"
"3572","Homer1"
"3573","Homer3"
"3574","Homez"
"3575","Hook1"
"3576","Hook2"
"3577","Hook3"
"3578","Hopx"
"3579","Hormad1"
"3580","Hoxa3"
"3581","Hoxc13"
"3582","Hp1bp3"
"3583","Hp1bp3"
"3584","Hpca"
"3585","Hpcal1"
"3586","Hpcal4"
"3587","Hpdl"
"3588","Hps1"
"3589","Hps3"
"3590","Hps4"
"3591","Hps5"
"3592","Hps6"
"3593","Hras"
"3594","Hrsp12"
"3595","Hs1bp3"
"3596","Hs2st1"
"3597","Hs6st1"
"3598","Hsbp1"
"3599","Hscb"
"3600","Hsd11b2"
"3601","Hsd17b10"
"3602","Hsd17b11"
"3603","Hsd17b12"
"3604","Hsd17b14"
"3605","Hsd17b4"
"3606","Hsd17b7"
"3607","Hsdl1"
"3608","Hsdl2"
"3609","Hsf1"
"3610","Hsf2"
"3611","Hsf2bp"
"3612","Hsp90aa1"
"3613","Hsp90aa1"
"3614","Hsp90ab1"
"3615","Hsp90ab1"
"3616","Hsp90b1"
"3617","Hspa12a"
"3618","Hspa13"
"3619","Hspa14"
"3620","Hspa1b"
"3621","Hspa1l"
"3622","Hspa2"
"3623","Hspa4"
"3624","Hspa4l"
"3625","Hspa5"
"3626","Hspa8"
"3627","Hspa9"
"3628","Hspb1"
"3629","Hspb11"
"3630","Hspb8"
"3631","Hspbap1"
"3632","Hspbp1"
"3633","Hspd1"
"3634","Hspd1"
"3635","Hspe1"
"3636","Hspg2"
"3637","Hsph1"
"3638","Hsph1"
"3639","Htatip2"
"3640","Htatsf1"
"3641","Htra1"
"3642","Htra2"
"3643","Htt"
"3644","Hunk"
"3645","Hus1"
"3646","Huwe1"
"3647","Hvcn1"
"3648","Hyal1"
"3649","Hyal2"
"3650","Hydin"
"3651","Hyi"
"3652","Hykk"
"3653","Hyls1"
"3654","Hyou1"
"3655","Hypk"
"3656","Iah1"
"3657","Iars"
"3658","Iars2"
"3659","Iba57"
"3660","Ibtk"
"3661","Ica1"
"3662","Icam1"
"3663","Ice1"
"3664","Ice2"
"3665","Icmt"
"3666","Ict1"
"3667","Id1"
"3668","Id3"
"3669","Id4"
"3670","Ide"
"3671","Idh1"
"3672","Idh2"
"3673","Idh3a"
"3674","Idh3b"
"3675","Idh3g"
"3676","Idi1"
"3677","Idi1"
"3678","Idnk"
"3679","Ier2"
"3680","Iffo2"
"3681","Ifi30"
"3682","Ifi35"
"3683","Ifitm1"
"3684","Ifitm2"
"3685","Ifitm3"
"3686","Ifrd1"
"3687","Ifrd2"
"3688","Ift122"
"3689","Ift140"
"3690","Ift172"
"3691","Ift20"
"3692","Ift22"
"3693","Ift27"
"3694","Ift43"
"3695","Ift43"
"3696","Ift46"
"3697","Ift52"
"3698","Ift57"
"3699","Ift74"
"3700","Ift80"
"3701","Ift81"
"3702","Ift88"
"3703","Igbp1"
"3704","Igdcc4"
"3705","Igf1r"
"3706","Igf2bp1"
"3707","Igf2bp2"
"3708","Igf2bp2"
"3709","Igf2bp3"
"3710","Igf2r"
"3711","Igfbp2"
"3712","Igfbp3"
"3713","Igfbp5"
"3714","Ighmbp2"
"3715","Igsf3"
"3716","Igsf8"
"3717","Igtp"
"3718","Ik"
"3719","Ikbip"
"3720","Ikbip"
"3721","Ikbkap"
"3722","Ikbkb"
"3723","Ikbkg"
"3724","Ikzf5"
"3725","Il17rd"
"3726","Il6st"
"3727","Ildr1"
"3728","Ilf2"
"3729","Ilf3"
"3730","Ilk"
"3731","Ilkap"
"3732","Ilvbl"
"3733","Immt"
"3734","Immt"
"3735","Immt"
"3736","Immt"
"3737","Immt"
"3738","Imp3"
"3739","Imp4"
"3740","Impa1"
"3741","Impa2"
"3742","Impact"
"3743","Impad1"
"3744","Impdh1"
"3745","Impdh2"
"3746","Impdh2"
"3747","Ina"
"3748","Inadl"
"3749","Incenp"
"3750","Inf2"
"3751","Ing1"
"3752","Ing1"
"3753","Ing2"
"3754","Ing3"
"3755","Ing4"
"3756","Ing5"
"3757","Inip"
"3758","Inip"
"3759","Ino80"
"3760","Ino80b"
"3761","Ino80c"
"3762","Ino80d"
"3763","Ino80e"
"3764","Inpp1"
"3765","Inpp4a"
"3766","Inpp5a"
"3767","Inpp5b"
"3768","Inpp5d"
"3769","Inpp5e"
"3770","Inpp5f"
"3771","Inpp5k"
"3772","Inppl1"
"3773","Insr"
"3774","Ints1"
"3775","Ints10"
"3776","Ints12"
"3777","Ints2"
"3778","Ints3"
"3779","Ints4"
"3780","Ints5"
"3781","Ints6"
"3782","Ints6"
"3783","Ints7"
"3784","Ints8"
"3785","Ints9"
"3786","Ip6k1"
"3787","Ipmk"
"3788","Ipo11"
"3789","Ipo13"
"3790","Ipo4"
"3791","Ipo5"
"3792","Ipo5"
"3793","Ipo7"
"3794","Ipo8"
"3795","Ipo9"
"3796","Ipp"
"3797","Ippk"
"3798","Iqcb1"
"3799","Iqce"
"3800","Iqgap1"
"3801","Iqgap2"
"3802","Iqgap3"
"3803","Iqsec1"
"3804","Iqsec2"
"3805","Irak1"
"3806","Irak1bp1"
"3807","Irak3"
"3808","Irak4"
"3809","Ireb2"
"3810","Irf2bp1"
"3811","Irf2bp2"
"3812","Irf2bpl"
"3813","Irf3"
"3814","Irf6"
"3815","Irf9"
"3816","Irgm1"
"3817","Irgq"
"3818","Irs2"
"3819","Isca1"
"3820","Isca2"
"3821","Iscu"
"3822","Isg20l2"
"3823","Islr2"
"3824","Isoc1"
"3825","Isoc2a"
"3826","Ispd"
"3827","Ist1"
"3828","Isy1"
"3829","Isyna1"
"3830","Itch"
"3831","Itfg1"
"3832","Itfg2"
"3833","Itga1"
"3834","Itga3"
"3835","Itga5"
"3836","Itga6"
"3837","Itga9"
"3838","Itgav"
"3839","Itgb1"
"3840","Itgb1bp1"
"3841","Itgb3"
"3842","Itgb3bp"
"3843","Itgb5"
"3844","Itih5"
"3845","Itm2b"
"3846","Itm2c"
"3847","Itpa"
"3848","Itpk1"
"3849","Itpka"
"3850","Itpkc"
"3851","Itpr1"
"3852","Itpr3"
"3853","Itsn1"
"3854","Itsn1"
"3855","Itsn2"
"3856","Ivd"
"3857","Ivns1abp"
"3858","Iws1"
"3859","Jade1"
"3860","Jade2"
"3861","Jade3"
"3862","Jag1"
"3863","Jagn1"
"3864","Jak1"
"3865","Jak3"
"3866","Jakmip1"
"3867","Jam2"
"3868","Jam3"
"3869","Jarid2"
"3870","Jdp2"
"3871","Jmjd1c"
"3872","Jmjd1c"
"3873","Jmjd6"
"3874","Jmjd8"
"3875","Jmy"
"3876","Jph1"
"3877","Jph4"
"3878","Jtb"
"3879","Jun"
"3880","Junb"
"3881","Jund"
"3882","Jup"
"3883","Kalrn"
"3884","Kank1"
"3885","Kank2"
"3886","Kank3"
"3887","Kank4"
"3888","Kansl1"
"3889","Kansl1"
"3890","Kansl1"
"3891","Kansl1"
"3892","Kansl2"
"3893","Kansl3"
"3894","Kars"
"3895","Kat2a"
"3896","Kat2b"
"3897","Kat5"
"3898","Kat5"
"3899","Kat6a"
"3900","Kat6b"
"3901","Kat7"
"3902","Kat7"
